Address,Type,Area,Price,Bedroom,Toilet,Floor,Furniture,Direction,Legal,Posting date,Expiry date,Ad type,Ad code
"Dự án The Opus One - Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,79 m²,"5,1 tỷ",2 phòng,,,,,,28/04/2025,05/05/2025,Tin thường,42845608
"Dự án KĐT Vạn Phúc City, Đường 2, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh","Nhà biệt thự, liền kề",105 m²,"18,5 tỷ",5 phòng,,5 tầng,Hoàn thiện cao cấp.,Tây - Nam,,06/05/2025,13/05/2025,Tin VIP Vàng,24582552
"Dự án Prosper Plaza, Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Căn hộ chung cư,65 m²,"2,4 tỷ",2 phòng,,,,,Hợp đồng mua bán,28/04/2025,05/05/2025,Tin thường,28426834
"Vista Verde, Phan Văn Đáng,  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Căn hộ chung cư,84 m²,"6,8 tỷ",2 phòng,,,Đầy đủ,Đông - Nam,Hợp đồng mua bán,05/05/2025,12/05/2025,Tin VIP Bạc,42773494
"Dự án Khu dân cư Sông Giồng, Đường Số 1, Phường An Phú, Quận 2, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,4 phòng,,4 tầng,Full nội thất.,,Sổ hồng.,28/04/2025,05/05/2025,Tin thường,42844008
"Dự án Thạnh Mỹ Lợi, Đường Trương Văn Bang, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Đất nền dự án,100 m²,265 triệu/m²,,,,,,Sổ đỏ/ Sổ hồng,05/05/2025,12/05/2025,Tin VIP Vàng,42353077
"Dự án CityLand Riverside, Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh","Nhà biệt thự, liền kề",369 m²,Thỏa thuận,6 phòng,,3 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,27/04/2025,12/05/2025,Tin VIP Vàng,42494008
"Đường Lê Thị Hồng Gấm, Phường Bến Thành, Quận 1, Hồ Chí Minh",Nhà mặt phố,260 m²,110 tỷ,,,2 tầng,,,Sổ đỏ/ Sổ hồng,27/04/2025,12/05/2025,Tin VIP Vàng,42704540
"Dự án Happy One Sora, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,59 m²,"45,9 triệu/m²",2 phòng,,,Bàn giao nội thất cao cấp,,Hợp đồng mua bán,27/04/2025,07/05/2025,Tin thường,42713977
"86/58 Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",Nhà riêng,140 m²,"12,1 tỷ",2 phòng,,1 tầng,,,Sổ đỏ/ Sổ hồng,07/05/2025,17/05/2025,Tin VIP Kim Cương,42834373
"Dự án 8X Plus Trường Chinh, Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Căn hộ chung cư,67 m²,"2,5 tỷ",2 phòng,,,,,,06/05/2025,16/05/2025,Tin VIP Vàng,41859448
"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,70 m²,"3,9 tỷ",2 phòng,,,Full nội thất.,,,06/05/2025,16/05/2025,Tin VIP Bạc,42797565
"Đường Tỉnh lộ 43, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",Đất bán,223 m²,6 tỷ,,,,,,Sổ đỏ/ Sổ hồng,26/04/2025,06/05/2025,Tin thường,42440331
"Dự án Saigon Mystery Villas, Đường Bát Nàn, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Đất nền dự án,140 m²,185 triệu/m²,,,,,Đông - Nam,Đang chờ sổ,26/04/2025,06/05/2025,Tin thường,40404336
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"59,6 m²","7,5 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42825173
"Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,94 m²,"8,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42524046
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,"66,6 m²","7,47 tỷ",4 phòng,,3 tầng,Đầy đủ,Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42638145
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,72 m²,"12,6 tỷ",8 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42817784
"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Đất bán,"154,7 m²","1,65 tỷ",,,,,,Sổ đỏ/ Sổ hồng,29/04/2025,09/05/2025,Tin thường,42674620
"Dự án Khu dân cư Sở Văn Hóa Thông Tin, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Đất nền dự án,100 m²,65 triệu/m²,,,,,Đông - Nam,Sổ đỏ/ Sổ hồng,25/04/2025,10/05/2025,Tin VIP Vàng,42192353
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,150 m²,26 tỷ,3 phòng,,1 tầng,,,Sổ đỏ/ Sổ hồng,25/04/2025,10/05/2025,Tin VIP Vàng,42779795
"Homyland Riverside, 403A, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",Căn hộ chung cư,81 m²,"3,9 tỷ",2 phòng,,,,,,25/04/2025,05/05/2025,Tin thường,42826325
"Gladia Khang Điền, Đường Võ Chí Công, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh","Nhà biệt thự, liền kề",200 m²,Thỏa thuận,4 phòng,,,,,Sổ đỏ/ Sổ hồng,25/04/2025,10/05/2025,Tin VIP Vàng,42825977
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,87 m²,"7,3 tỷ",2 phòng,,,Đầy đủ.,,Hợp đồng mua bán,21/04/2025,06/05/2025,Tin thường,36227388
"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,35 m²,"1,8 tỷ",1 phòng,,,Giao nhà hoàn thiện cơ bản.,Tây - Nam,Hợp đồng mua bán,06/05/2025,16/05/2025,Tin VIP Bạc,40450899
"Dự án De La Sol, Đường Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh",Căn hộ chung cư,"355,91 m²","28,7 tỷ",4 phòng,,,Không nội thất,,Hợp đồng mua bán,25/04/2025,05/05/2025,Tin thường,42499095
"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,72 m²,"3,5 tỷ",2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,09/05/2025,19/05/2025,Tin VIP Bạc,40574337
"Hẻm 462, Đường Nguyễn Tri Phương, Phường 9, Quận 10, Hồ Chí Minh",Nhà riêng,100 m²,"19,5 tỷ",4 phòng,,,,Đông - Nam,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42114728
"Dự án Celesta Rise, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,79 m²,"4,85 tỷ",2 phòng,,,Thô,,Hợp đồng mua bán,05/05/2025,15/05/2025,Tin VIP Vàng,39547417
"The Privé, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,85 m²,Thỏa thuận,2 phòng,,,,,,24/04/2025,09/05/2025,Tin VIP Vàng,42821259
"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",Căn hộ chung cư,121 m²,"5,3 tỷ",3 phòng,,,"Tủ đồ, giường, máy nước nóng lạnh, máy lạnh, bộ bàn ăn",,Sổ hồng chính chủ,24/04/2025,09/05/2025,Tin VIP Vàng,42820465
"Emerald - Celadon City, N4, Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,71 m²,"4,8 tỷ",2 phòng,,,Cơ bản,Đông,Hợp đồng mua bán,24/04/2025,09/05/2025,Tin thường,42818965
"Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Nhà mặt phố,"106,6 m²","12,9 tỷ",7 phòng,,6 tầng,Đầy đủ,Đông,Sổ đỏ/ Sổ hồng,24/04/2025,09/05/2025,Tin thường,42816970
"59, Đường Phan Đình Phùng, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Nhà mặt phố,56 m²,12 tỷ,5 phòng,,3 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,24/04/2025,09/05/2025,Tin thường,42809130
"Dự án Thu Duc Garden Homes, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh","Nhà biệt thự, liền kề",400 m²,65 tỷ,5 phòng,,2 tầng,Nội thất cao cấp thiết kế hiện đại Nhà mới đẹp vào ở ngay.,,Sổ đỏ/ Sổ hồng,23/04/2025,08/05/2025,Tin thường,42808695
"Đường Quốc lộ 1A, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh.",Đất bán,5.413 m²,"7,5 triệu/m²",,,,,,Sổ đỏ/ Sổ hồng,23/04/2025,08/05/2025,Tin thường,42808851
"Số 1, Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,747 m²,290 tỷ,,,,Không nội thất,,Sổ đỏ/ Sổ hồng,23/04/2025,08/05/2025,Tin thường,40394271
"The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Căn hộ chung cư,80 m²,"15,2 tỷ",2 phòng,,,,,,08/05/2025,15/05/2025,Tin VIP Vàng,42008975
"Tổ 3, Ấp Hòa Hiệp, Xã Long Hòa, Cần Giờ, Hồ Chí Minh",Đất bán,907 m²,20 triệu/m²,,,,,,Sổ đỏ/ Sổ hồng,22/04/2025,07/05/2025,Tin thường,42733348
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"59,6 m²","7,5 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42825173
"Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,94 m²,"8,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42524046
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,"66,6 m²","7,47 tỷ",4 phòng,,3 tầng,Đầy đủ,Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42638145
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,72 m²,"12,6 tỷ",8 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42817784
"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Đất bán,"154,7 m²","1,65 tỷ",,,,,,Sổ đỏ/ Sổ hồng,29/04/2025,09/05/2025,Tin thường,42674620
"Đường Quy Đức, Xã Qui Đức, Bình Chánh, Hồ Chí Minh",Đất bán,10.000 m²,18 tỷ,,,,,Đông,Sổ đỏ/ Sổ hồng,22/04/2025,07/05/2025,Tin thường,42787425
"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề","211,61 m²","19,5 tỷ",4 phòng,,4 tầng,,,HĐMB,22/04/2025,07/05/2025,Tin thường,42798968
"Newlife Bình Tân, Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Nhà riêng,96 m²,"8,2 tỷ",4 phòng,,3 tầng,,Tây,Sổ đỏ/ Sổ hồng,21/04/2025,06/05/2025,Tin thường,42788561
"Dự án Nine South Estates, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề",140 m²,"15,5 tỷ",4 phòng,,3 tầng,,,Sổ hồng.,06/05/2025,21/05/2025,Tin VIP Vàng,37340255
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề",106 m²,"10,9 tỷ",4 phòng,,3 tầng,,,Sổ đỏ/ Sổ hồng,06/05/2025,21/05/2025,Tin VIP Vàng,35746243
"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,80 m²,53 triệu/m²,2 phòng,,,,,HĐMB,20/04/2025,05/05/2025,Tin thường,42776651
"Dự án Hoàng Anh Thanh Bình, Đường 17, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Căn hộ chung cư,73 m²,"2,65 tỷ",2 phòng,,,,,,04/05/2025,14/05/2025,Tin VIP Bạc,32416985
"Dự án Him Lam Kênh Tẻ, Đường Số 6, Phường Tân Hưng, Quận 7, Hồ Chí Minh","Nhà biệt thự, liền kề",150 m²,35 tỷ,5 phòng,,5 tầng,Đầy đủ,Nam,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,41594562
"Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh",Đất bán,"117,3 m²",18 tỷ,,,,,Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,42399199
"Đường Số 47, Phường Tân Quy, Quận 7, Hồ Chí Minh",Đất bán,200 m²,28 tỷ,,,,,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,42879227
"Dự án Zeit River Thủ Thiêm , Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"90,55 m²",16 tỷ,2 phòng,,,Cơ bản,,Hợp đồng mua bán,08/05/2025,18/05/2025,Tin VIP Bạc,42291562
"Dự án Essensia Sky, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,74 m²,65 triệu/m²,2 phòng,,,Đầy đủ,,Hợp đồng mua bán,04/05/2025,07/05/2025,Tin thường,42678407
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",Nhà riêng,64 m²,Thỏa thuận,5 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,01/05/2025,08/05/2025,Tin thường,42864997
"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",Nhà riêng,247 m²,"54,5 tỷ",6 phòng,,5 tầng,,,,04/05/2025,11/05/2025,Tin VIP Bạc,36049955
"Dự án KDC Nam Long, Đường D3, Phường Phước Long B, Quận 9, Hồ Chí Minh",Đất nền dự án,90 m²,"7,7 tỷ",,,,,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,11/05/2025,Tin VIP Bạc,38312909
"Dự án The Beverly - Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,35 m²,"2,3 tỷ",1 phòng,,,,,Hợp đồng mua bán,04/05/2025,05/05/2025,Tin thường,42720684
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",Nhà riêng,80 m²,"11,9 tỷ",5 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,42878890
"Đường Ba Vân, Phường 14, Tân Bình, Hồ Chí Minh",Nhà riêng,65 m²,Thỏa thuận,3 phòng,,3 tầng,,,Sổ đỏ/ Sổ hồng,29/04/2025,06/05/2025,Tin thường,42858804
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"59,6 m²","7,5 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42825173
"Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,94 m²,"8,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42524046
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,"66,6 m²","7,47 tỷ",4 phòng,,3 tầng,Đầy đủ,Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42638145
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,72 m²,"12,6 tỷ",8 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42817784
"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Đất bán,"154,7 m²","1,65 tỷ",,,,,,Sổ đỏ/ Sổ hồng,29/04/2025,09/05/2025,Tin thường,42674620
"Phường Tân Kiểng, Quận 7, Hồ Chí Minh",Nhà riêng,60 m²,"6,5 tỷ",2 phòng,,,,,Sổ đỏ/ Sổ hồng,29/04/2025,06/05/2025,Tin thường,42853500
"Sài Gòn Intela, Nguyễn Văn Linh, Phong Phú, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,50 m²,"1,55 tỷ",2 phòng,,,Cơ bản,Nam,Hợp đồng mua bán,04/05/2025,11/05/2025,Tin VIP Bạc,42841606
"Dự án Conic Riverside, Phố Tạ Quang Bửu, Phường 7, Quận 8, Hồ Chí Minh",Căn hộ chung cư,50 m²,"2,12 tỷ",1 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,42744433
"Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,80 m²,31 tỷ,,,,,,,25/04/2025,05/05/2025,Tin thường,42829418
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Nhà riêng,56 m²,"4,75 tỷ",2 phòng,,2 tầng,,,Sổ đỏ/ Sổ hồng,07/05/2025,06/06/2025,Tin thường,42015186
"Dự án Essensia Parkway, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề",161 m²,Thỏa thuận,5 phòng,,3 tầng,Bàn giao: + Hoàn thiện mặt ngoài. + Tầng 1 & lửng: Hoàn thiện cơ bản. + Tầng 2 & 3: Thô bên trong.,,Hợp đồng mua bán,04/05/2025,11/05/2025,Tin VIP Bạc,42878711
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh","Nhà biệt thự, liền kề",180 m²,27 tỷ,6 phòng,,3 tầng,,,Sổ đỏ/ Sổ hồng,29/04/2025,06/05/2025,Tin thường,42854205
"Dự án Happy One Sora, 27 Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,69 m²,"45,9 triệu/m²",2 phòng,,,,,,04/05/2025,19/05/2025,Tin VIP Bạc,42878668
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,155 m²,"20,5 tỷ",4 phòng,,,,,Có sổ,04/05/2025,11/05/2025,Tin VIP Bạc,42878661
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,119 m²,"11,7 tỷ",3 phòng,,,,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,42878650
"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",Nhà riêng,48 m²,4 tỷ,2 phòng,,2 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin VIP Bạc,38808690
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Nhà biệt thự, liền kề",115 m²,"10,5 tỷ",,,,Có NT,,,04/05/2025,14/05/2025,Tin VIP Bạc,42624186
"Phường 14, Tân Bình, Hồ Chí Minh",Nhà riêng,"63,5 m²",Thỏa thuận,5 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,01/05/2025,08/05/2025,Tin thường,42865021
"Đường Cầm Bá Thước, Phường 7, Phú Nhuận, Hồ Chí Minh",Nhà mặt phố,40 m²,"8,9 tỷ",5 phòng,,3 tầng,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,42878561
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",Nhà riêng,"98,6 m²","5,3 tỷ",5 phòng,,2 tầng,,Nam,Sổ đỏ/ Sổ hồng,06/05/2025,16/05/2025,Tin thường,42076586
"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Thủ Đức, Hồ Chí Minh",Nhà mặt phố,120 m²,11 tỷ,3 phòng,,2 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,40911728
"Dự án Zeit River Thủ Thiêm , Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,201 m²,40 tỷ,4 phòng,,,Cơ bản,,Hợp đồng mua bán,04/05/2025,11/05/2025,Tin VIP Bạc,39471611
"Dự án Galaxy 9, Đường Nguyễn Khoái, Phường 2, Quận 4, Hồ Chí Minh",Căn hộ chung cư,70 m²,"5,3 tỷ",2 phòng,,,"Nội thất cao cấp. Tivi, bộ ghế sofa, bàn ăn, tủ lạnh, máy lạnh, máy nước nóng, tủ áo âm tường, giường, nệm Kymdan, microwave, bếp hiện đại, cáp, wi - fi internet...",Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Bạc,14729564
"Saigon Royal Residence, 34 - 35, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",Căn hộ chung cư,60 m²,"4,5 tỷ",2 phòng,,,,Tây - Bắc,,04/05/2025,11/05/2025,Tin VIP Bạc,41003034
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
